A site #1,A site #2,A site #3,B site #1,B site #2,B site #3,Number of elements,energy_above_hull (meV/atom),formation_energy (eV/atom),num_of_atoms_host_Asite0,host_Asite0_Heat of Vaporization,host_Bsite0_at. wt.,host_Bsite0_Ionization Energy (kJ/mol),shannon_radii_AB_avg,Density_AB_avg,BCCefflatcnt_AB_avg,BCCvolume_padiff_AB_avg,GSenergy_pa_AB_avg,covalent radius_AB_avg,Ionization Energy (kJ/mol)_AB_avg,Electron Affinity (kJ/mol)_AB_avg,MendeleevNumber_AB_avg,thermal conductivity_AB_avg,at. wt._AB_diff,specific heat capacity_AB_diff,electrical conductivity_AB_diff,BCCefflatcnt_AB_ratio,Ionization Energy (kJ/mol)_AB_ratio,Heat of Vaporization_AB_ratio,Asite_At. Radius   (angstroms)_weighted_avg,Bsite_ BP (K)_weighted_avg,Bsite_At. Radius   (angstroms)_weighted_avg,Bsite_Second Ionization Potential  (V)_weighted_avg,Bsite_electrical conductivity_weighted_avg,Asite_Ionic Radius (angstroms)_max,Asite_BCCenergy_pa_max,Asite_Atomic Radius (Å)_max,Asite_At. Radius   (angstroms)_max,Bsite_ BP (K)_max,Bsite_At. Radius   (angstroms)_max,Bsite_First Ionization Potential (V)_max,Bsite_Third Ionization Potential  (V)_max,Asite_shannon_radii_min,Asite_BCCenergy_pa_min,Asite_At. Radius   (angstroms)_min,Bsite_MendeleevNumber_min,Bsite_n_ws^third_min,Asite_shannon_radii_range,Asite_IsPnictide_weighted_avg,Asite_IsRareEarth_weighted_avg,Asite_NfUnfilled_weighted_avg,Asite_NfValence_weighted_avg,Bsite_At. #_weighted_avg,Bsite_IsMetal_weighted_avg,Bsite_NdUnfilled_weighted_avg,Bsite_NpUnfilled_weighted_avg,host_Asite0_IsBCC,host_Asite0_OrbitalD,host_Bsite0_IsHexagonal
Y,Ho,,Cr,,,4,28.314724,-2.400597286,4,393.3,51.996,652.8,0.82375,6.9125,6.813113397,0.177916667,-7.513362433,1.39,625.65,44.5,35.75,55.2,37.46105,-0.10825,-3.225,1.419085553,0.916819853,0.948954345,2.37,2945,1.85,16.5,7.9,1.02,-4.4347242,1.81,2.47,2945,1.85,6.766,30.96,1.075,-6.34029752,2.27,49,1.73,0.045,0,0.5,1.5,5.5,24,1,5,0,0,1,0
Y,Ho,,Fe,,,4,34.01532975,-2.134871008,4,393.3,55.847,759.3,0.86575,7.2545,6.775636426,0.187916667,-6.903246343,1.385,678.9,24.5,38.75,48.45,35.53555,-0.10825,-4.875,1.43822355,0.788225998,0.921802575,2.37,3023,1.72,16.18,11.2,1.02,-4.4347242,1.81,2.47,3023,1.72,7.87,30.651,1.075,-6.34029752,2.27,55,1.77,0.045,0,0.5,1.5,5.5,26,1,4,0,0,1,0
Y,Ho,,Ga,,,4,82.99657195,-2.322070443,4,393.3,69.723,578.8,0.85875,6.2725,7.294967403,-0.270833333,-4.266631814,1.43,588.65,27,48.25,28.65,28.59755,-0.06925,-0.175,1.211766169,1.034035936,1.258181676,2.37,2478,1.81,20.51,1.8,1.02,-4.4347242,1.81,2.47,2478,1.81,5.999,30.71,1.075,-6.34029752,2.27,74,1.31,0.045,0,0.5,1.5,5.5,31,1,0,5,0,1,0
Y,Ho,,Mn,,,4,55.08861603,-2.226020058,4,393.3,54.938,717.4,0.85825,7.0375,6.756512794,0.199123563,-7.270786788,1.385,657.95,12.5,37.25,12.26,35.99005,-0.12375,0.475,1.448189511,0.834262615,1.466141804,2.37,2235,1.79,15.64,0.5,1.02,-4.4347242,1.81,2.47,2235,1.79,7.435,33.667,1.075,-6.34029752,2.27,52,1.61,0.045,0,0.5,1.5,5.5,25,1,5,0,0,1,0
Y,Ho,,Ni,,,4,86.51921261,-1.64070685,4,393.3,58.6934,736.7,0.78875,7.7675,6.740666705,0.192916667,-5.533666448,1.375,667.6,68,41.75,53.7,34.11235,-0.10575,-6.575,1.456552677,0.812406678,0.853430464,2.37,3005,1.62,18.168,14.6,1.02,-4.4347242,1.81,2.47,3005,1.62,7.635,35.17,1.075,-6.34029752,2.27,61,1.75,0.045,0,0.5,1.5,5.5,28,1,2,0,0,1,0
Y,Ho,,Sc,,,4,46.35809831,-3.17073943,4,393.3,44.9559,631,0.92125,4.8125,7.537727152,0.170416667,-5.903260708,1.52,614.75,21.55,16.75,16.25,40.9811,-0.16775,-0.025,1.128691648,0.948494453,1.056988189,2.37,3109,2.09,12.8,1.5,1.02,-4.4347242,1.81,2.47,3109,2.09,6.54,24.76,1.075,-6.34029752,2.27,11,1.27,0.045,0,0.5,1.5,5.5,21,1,9,0,0,1,1
Y,Ho,,Ti,,,4,52.42546125,-2.850796387,4,393.3,47.88,658,0.85125,5.5875,7.226129307,0.262916667,-6.648117723,1.46,628.25,22.5,32.75,19.3,39.51905,-0.14525,-0.575,1.237596124,0.909574468,0.757690499,2.37,3560,2,13.58,2.6,1.02,-4.4347242,1.81,2.47,3560,2,6.82,27.491,1.075,-6.34029752,2.27,43,1.52,0.045,0,0.5,1.5,5.5,22,1,8,0,0,1,1
Y,Ho,,V,,,4,0,-2.53664001,4,393.3,50.9415,650,0.83875,6.3725,6.959968535,0.187916667,-7.230134508,1.41,624.25,37.5,34.25,23.7,37.9883,-0.12825,-1.275,1.348757494,0.920769231,0.721222297,2.37,3650,1.92,14.65,4,1.02,-4.4347242,1.81,2.47,3650,1.92,6.74,29.31,1.075,-6.34029752,2.27,46,1.64,0.045,0,0.5,1.5,5.5,23,1,7,0,0,1,0
Y,Sr,,Ni,Co,,5,147.5252982,-1.370157161,4,393.3,58.6934,736.7,0.88125,6.2025,7.124759177,-0.2375,-5.193531773,1.46,665.05,3.25,34.75,52.8575,14.724825,-0.06625,-6.425,1.591946565,0.779755135,0.706180075,2.36,3074,1.645,17.614,16.25,1.26,-1.67793991,2.15,2.45,3143,1.67,7.86,35.17,1.075,-6.34029752,2.27,58,1.75,0.365,0,0,0,0,27.5,1,2.5,0,0,1,0
Y,Sr,,Co,Ni,,5,123.03536,-1.444702192,4,393.3,58.9332,758,0.8875,6.2025,7.127185523,-0.214375,-5.385289844,1.46125,667.7125,-1.875,34.375,54.02,14.69485,-0.063375,-6.8375,1.590542608,0.774238549,0.708160812,2.36,3108.5,1.6575,17.337,17.075,1.26,-1.67793991,2.15,2.45,3143,1.67,7.86,35.17,1.075,-6.34029752,2.27,58,1.75,0.365,0,0,0,0,27.25,1,2.75,0,0,1,1
Y,Sr,,Co,Ni,,5,109.3810159,-1.483384083,4,393.3,58.9332,758,0.890625,6.2025,7.128398695,-0.2028125,-5.48116888,1.461875,669.04375,-4.4375,34.1875,54.60125,14.6798625,-0.0619375,-7.04375,1.589841558,0.771509425,0.709155353,2.36,3125.75,1.66375,17.1985,17.4875,1.26,-1.67793991,2.15,2.45,3143,1.67,7.86,35.17,1.075,-6.34029752,2.27,58,1.75,0.365,0,0,0,0,27.125,1,2.875,0,0,1,1
Y,Sr,,Co,Fe,,5,89.57790862,-1.561371759,4,393.3,58.9332,758,0.90025,6.138375,7.132769911,-0.2034375,-5.652366367,1.463125,670.45625,-9.875,33.8125,53.945,14.8577625,-0.06225,-6.83125,1.587320702,0.768634692,0.715857693,2.36,3128,1.67625,16.95,17.0625,1.26,-1.67793991,2.15,2.45,3143,1.72,7.87,33.5,1.075,-6.34029752,2.27,55,1.75,0.365,0,0,0,0,26.875,1,3.125,0,0,1,1
Y,Sr,,Ni,Fe,,5,304.8512461,-1.159433525,4,393.3,58.6934,736.7,0.878375,6.138375,7.1242777,-0.284375,-4.981213116,1.45875,661.1375,8.0625,35.125,49.87625,14.962675,-0.0723125,-5.3875,1.592225457,0.788005815,0.708823529,2.36,3007.25,1.6325,17.9195,14.175,1.26,-1.67793991,2.15,2.45,3023,1.72,7.87,35.17,1.075,-6.34029752,2.27,55,1.75,0.365,0,0,0,0,27.75,1,2.25,0,0,1,0
Y,Sr,,Co,Fe,,5,104.4596454,-1.579647044,4,393.3,58.9332,758,0.90675,6.07425,7.135927953,-0.215625,-5.727684818,1.46375,670.5375,-12.75,33.625,52.7075,15.05065,-0.064,-6.4125,1.585504444,0.768469983,0.721655097,2.36,3113,1.6825,16.84,16.225,1.26,-1.67793991,2.15,2.45,3143,1.72,7.87,33.5,1.075,-6.34029752,2.27,55,1.75,0.365,0,0,0,0,26.75,1,3.25,0,0,1,1
Y,Sr,,Ni,Fe,,5,287.7554957,-1.242096451,4,393.3,58.6934,736.7,0.888,6.07425,7.128648916,-0.285,-5.152410603,1.46,662.55,2.625,34.75,49.22,15.140575,-0.072625,-5.175,1.589697041,0.785007072,0.715519568,2.36,3009.5,1.645,17.671,13.75,1.26,-1.67793991,2.15,2.45,3023,1.72,7.87,35.17,1.075,-6.34029752,2.27,55,1.75,0.365,0,0,0,0,27.5,1,2.5,0,0,1,0
Y,Sr,,Co,Mn,,5,88.59695145,-1.581940984,4,393.3,58.9332,758,0.8993125,6.11125,7.130379457,-0.202036638,-5.698308923,1.463125,667.8375,-11.375,33.625,49.42125,14.914575,-0.0641875,-6.1625,1.588698272,0.773981472,0.748648,2.36,3029.5,1.685,16.8825,15.725,1.26,-1.67793991,2.15,2.45,3143,1.79,7.86,33.667,1.075,-6.34029752,2.27,52,1.61,0.365,0,0,0,0,26.75,1,3.25,0,0,1,1
Y,Sr,,Ni,Fe,,5,318.7853538,-1.165954,4,393.3,58.6934,736.7,0.99725,7.61475,8.166373968,-0.284375,-6.534741433,1.678125,803.50625,12.5625,45.4375,64.91375,4.4913625,-0.1565,-7.4875,1.154476684,0.568945949,0.524885534,2.36,4140.875,2.2775,23.987,18.375,1.26,-1.67793991,2.15,2.45,3023,1.72,7.87,35.17,1.075,-6.34029752,2.27,55,1.75,0.365,0,0,0,0,37.5,1.375,3.75,0,0,1,0
Y,Sr,,Co,Mn,,5,170.0059811,-1.553277245,4,393.3,58.9332,758,0.904875,6.02,7.131147045,-0.212823276,-5.819569929,1.46375,665.3,-15.75,33.25,43.66,15.164275,-0.067875,-5.075,1.588255666,0.779233804,0.79155594,2.36,2916,1.7,16.705,13.55,1.26,-1.67793991,2.15,2.45,3143,1.79,7.86,33.667,1.075,-6.34029752,2.27,52,1.61,0.365,0,0,0,0,26.5,1,3.5,0,0,1,1
Y,Sr,,Co,Mn,,5,77.46656255,-1.736427515,4,393.3,58.9332,758,0.916,5.8375,7.132682221,-0.234396552,-6.062091943,1.465,660.225,-24.5,32.5,32.1375,15.663675,-0.07525,-2.9,1.587371193,0.789955266,0.894037502,2.36,2689,1.73,16.35,9.2,1.26,-1.67793991,2.15,2.45,3143,1.79,7.86,33.667,1.075,-6.34029752,2.27,52,1.61,0.365,0,0,0,0,26,1,4,0,0,1,1
Y,Sr,,Ni,Mn,,5,233.3836657,-1.484807953,4,393.3,58.6934,736.7,0.9035,5.8375,7.12782953,-0.280646552,-5.678575799,1.4625,654.9,-14.25,33.25,29.8125,15.723625,-0.081,-2.075,1.590170382,0.801526718,0.887750318,2.36,2620,1.705,16.904,7.55,1.26,-1.67793991,2.15,2.45,3005,1.79,7.635,35.17,1.075,-6.34029752,2.27,52,1.61,0.365,0,0,0,0,26.5,1,3.5,0,0,1,0
Y,Sr,,Mn,Co,,5,158.2029129,-1.743721786,4,393.3,54.938,717.4,0.927125,5.655,7.134217398,-0.255969828,-6.304613956,1.46625,655.15,-33.25,31.75,20.615,16.163075,-0.082625,-0.725,1.586487704,0.800975878,1.027001898,2.36,2462,1.76,15.995,4.85,1.26,-1.67793991,2.15,2.45,3143,1.79,7.86,33.667,1.075,-6.34029752,2.27,52,1.61,0.365,0,0,0,0,25.5,1,4.5,0,0,1,0
Y,Sr,,Mn,Fe,,5,143.5192813,-1.818855607,4,393.3,54.938,717.4,0.940125,5.52675,7.140533483,-0.280344828,-6.455250858,1.4675,655.3125,-39,31.375,18.14,16.54885,-0.086125,0.1125,1.582863144,0.800618238,1.051233246,2.36,2432,1.7725,15.775,3.175,1.26,-1.67793991,2.15,2.45,3023,1.79,7.87,33.667,1.075,-6.34029752,2.27,52,1.61,0.365,0,0,0,0,25.25,1,4.75,0,0,1,0
Y,Sr,,Mn,Ni,,5,184.9077254,-1.672204505,4,393.3,54.938,717.4,0.920875,5.655,7.131791052,-0.279094828,-6.112855884,1.465,652.4875,-28.125,32.125,19.4525,16.19305,-0.0855,-0.3125,1.587884509,0.806881512,1.022841269,2.36,2427.5,1.7475,16.272,4.025,1.26,-1.67793991,2.15,2.45,3005,1.79,7.635,35.17,1.075,-6.34029752,2.27,52,1.61,0.365,0,0,0,0,25.75,1,4.25,0,0,1,0
Y,Sr,,Mn,Co,,5,55.5045542,-1.890394547,4,393.3,54.938,717.4,0.9326875,5.56375,7.134984986,-0.266756466,-6.425874962,1.466875,652.6125,-37.625,31.375,14.85375,16.412775,-0.0863125,0.3625,1.586046329,0.806602305,1.10950677,2.36,2348.5,1.775,15.8175,2.675,1.26,-1.67793991,2.15,2.45,3143,1.79,7.86,33.667,1.075,-6.34029752,2.27,52,1.61,0.365,0,0,0,0,25.25,1,4.75,0,0,1,0
Y,Sr,,Mn,Fe,,5,150.8018634,-1.825322332,4,393.3,54.938,717.4,0.9391875,5.499625,7.138143029,-0.278943966,-6.501193413,1.4675,652.69375,-40.5,31.1875,13.61625,16.6056625,-0.0880625,0.78125,1.584232985,0.806420923,1.123495508,2.36,2333.5,1.78125,15.7075,1.8375,1.26,-1.67793991,2.15,2.45,3023,1.79,7.87,33.667,1.075,-6.34029752,2.27,52,1.61,0.365,0,0,0,0,25.125,1,4.875,0,0,1,0
Y,Sr,,Mn,Ni,,5,165.4564605,-1.758036406,4,393.3,54.938,717.4,0.9295625,5.56375,7.133771813,-0.278318966,-6.329995926,1.46625,651.28125,-35.0625,31.5625,14.2725,16.4277625,-0.08775,0.56875,1.586744035,0.80958583,1.10707425,2.36,2331.25,1.76875,15.956,2.2625,1.26,-1.67793991,2.15,2.45,3005,1.79,7.635,35.17,1.075,-6.34029752,2.27,52,1.61,0.365,0,0,0,0,25.375,1,4.625,0,0,1,0
Y,Sr,,Co,Ni,,5,148.3405482,-1.369341911,4,393.3,58.9332,758,0.88125,6.2025,7.124759177,-0.2375,-5.193531773,1.46,665.05,3.25,34.75,52.8575,14.724825,-0.06625,-6.425,1.591946565,0.779755135,0.706180075,2.36,3074,1.645,17.614,16.25,1.26,-1.67793991,2.15,2.45,3143,1.67,7.86,35.17,1.075,-6.34029752,2.27,58,1.75,0.365,0,0,0,0,27.5,1,2.5,0,0,1,1
Y,Sr,,Ni,Co,,5,299.1125783,-1.16076188,4,393.3,58.6934,736.7,0.875,6.2025,7.122332831,-0.260625,-5.001773701,1.45875,662.3875,8.375,35.125,51.695,14.7548,-0.069125,-6.0125,1.593353003,0.785350898,0.704210387,2.36,3039.5,1.6325,17.891,15.425,1.26,-1.67793991,2.15,2.45,3143,1.67,7.86,35.17,1.075,-6.34029752,2.27,58,1.75,0.365,0,0,0,0,27.75,1,2.25,0,0,1,0
Y,Sr,,Ni,Co,,5,210.3297874,-1.218966239,4,393.3,58.6934,736.7,0.871875,6.2025,7.121119658,-0.2721875,-4.905894665,1.458125,661.05625,10.9375,35.3125,51.11375,14.7697875,-0.0705625,-5.80625,1.594057155,0.788179006,0.703229657,2.36,3022.25,1.62625,18.0295,15.0125,1.26,-1.67793991,2.15,2.45,3143,1.67,7.86,35.17,1.075,-6.34029752,2.27,58,1.75,0.365,0,0,0,0,27.875,1,2.125,0,0,1,0
Y,Zn,,Mn,Hf,,5,91.15693652,-2.195059885,6,393.3,54.938,717.4,0.8365,7.02125,6.729195208,0.054030172,-7.206224291,1.3825,693.575,0,38.25,26.7575,-1.3995375,-0.0365,2.175,1.280545817,0.985756209,0.980996599,2.085,2895,1.8825,15.46125,1.225,1.02,-1.1570915,1.81,2.27,4875,2.16,7.435,33.667,0.9,-6.34029752,1.53,45,1.45,0.175,0,0,0,0,36.75,1,5.75,0,0,1,0
Y,Zn,,Co,Hf,,5,124.0229465,-1.905572322,6,393.3,58.9332,758,0.803125,7.56875,6.724589678,0.11875,-6.478658251,1.37875,708.8,26.25,40.5,61.325,-2.8977375,-0.014375,-4.35,1.282547654,0.944581619,0.727244142,2.085,3576,1.7925,16.52625,14.275,1.02,-1.1570915,1.81,2.27,4875,2.16,7.86,33.5,0.9,-6.34029752,1.53,45,1.45,0.175,0,0,0,0,38.25,1,4.25,0,0,1,1
Y,Zn,,Fe,Hf,,5,137.4886591,-2.075221034,6,393.3,55.847,759.3,0.842125,7.184,6.743537932,0.045625,-6.930568957,1.3825,709.2875,9,39.375,53.9,-1.7404125,-0.024875,-1.8375,1.274351456,0.943319977,0.757617413,2.085,3486,1.83,15.86625,9.25,1.02,-1.1570915,1.81,2.27,4875,2.16,7.87,30.651,0.9,-6.34029752,1.53,45,1.45,0.175,0,0,0,0,37.5,1,5,0,0,1,0
Y,Zn,,Ni,Hf,,5,187.4276767,-1.684654728,6,393.3,58.6934,736.7,0.784375,7.56875,6.717310641,0.049375,-5.903384036,1.375,700.8125,41.625,41.625,57.8375,-2.8078125,-0.023,-3.1125,1.285724352,0.965744539,0.722135183,2.085,3472.5,1.755,17.35725,11.8,1.02,-1.1570915,1.81,2.27,4875,2.16,7.635,35.17,0.9,-6.34029752,1.53,45,1.45,0.175,0,0,0,0,39,1,3.5,0,0,1,0
Y,Ho,,Co,,,4,56.31928935,-1.862963437,6,393.3,58.9332,758,0.808125,7.22625,6.762996827,0.232708333,-6.536596598,1.385,682.625,41.25,37.625,58.475,24.4894,-0.077375,-8.1375,1.456003712,0.801121372,0.958304313,2.32,3143,1.67,17.06,17.9,1.02,-4.4347242,1.81,2.47,3143,1.67,7.86,33.5,1.075,-6.34029752,2.27,58,1.75,0.045,0,0.25,0.75,2.75,27,1,3,0,0,1,1
Y,Ho,,Cr,,,4,21.28138975,-2.399311248,6,393.3,51.996,652.8,0.818125,6.37125,6.825738135,0.125208333,-7.749260295,1.395,630.025,38.25,33.125,55.325,27.958,-0.091375,-3.1375,1.423568132,0.930223652,1.05371134,2.32,2945,1.85,16.5,7.9,1.02,-4.4347242,1.81,2.47,2945,1.85,6.766,30.96,1.075,-6.34029752,2.27,49,1.73,0.045,0,0.25,0.75,2.75,24,1,5,0,0,1,0
Y,Ho,,Fe,,,4,27.11965388,-2.13386522,6,393.3,55.847,759.3,0.860125,6.71325,6.788261165,0.135208333,-7.139144205,1.39,683.275,18.25,36.125,48.575,26.0325,-0.091375,-4.7875,1.442766582,0.79974977,1.023562232,2.32,3023,1.72,16.18,11.2,1.02,-4.4347242,1.81,2.47,3023,1.72,7.87,30.651,1.075,-6.34029752,2.27,55,1.77,0.045,0,0.25,0.75,2.75,26,1,4,0,0,1,0
Y,Ho,,Ga,,,4,76.50326643,-2.320871655,6,393.3,69.723,578.8,0.853125,5.73125,7.307592142,-0.323541667,-4.502529676,1.435,593.025,20.75,45.625,28.775,19.0945,-0.052375,-0.0875,1.215593872,1.049153421,1.397074904,2.32,2478,1.81,20.51,1.8,1.02,-4.4347242,1.81,2.47,2478,1.81,5.999,30.71,1.075,-6.34029752,2.27,74,1.31,0.045,0,0.25,0.75,2.75,31,1,0,5,0,1,0
Y,Ho,,Mn,,,4,46.95075044,-2.22514252,6,393.3,54.938,717.4,0.852625,6.49625,6.769137533,0.14641523,-7.50668465,1.39,662.325,6.25,34.625,12.385,26.487,-0.106875,0.5625,1.452764024,0.846459437,1.627992173,2.32,2235,1.79,15.64,0.5,1.02,-4.4347242,1.81,2.47,2235,1.79,7.435,33.667,1.075,-6.34029752,2.27,52,1.61,0.045,0,0.25,0.75,2.75,25,1,5,0,0,1,0
Y,Ho,,Ni,,,4,87.26704216,-1.631795312,6,393.3,58.6934,736.7,0.783125,7.22625,6.753291444,0.140208333,-5.76956431,1.38,671.975,61.75,39.125,53.825,24.6093,-0.088875,-6.4875,1.461153607,0.824283969,0.947642384,2.32,3005,1.62,18.168,14.6,1.02,-4.4347242,1.81,2.47,3005,1.62,7.635,35.17,1.075,-6.34029752,2.27,61,1.75,0.045,0,0.25,0.75,2.75,28,1,2,0,0,1,0
Y,Ho,,Sc,,,4,37.43527934,-3.170621892,6,393.3,44.9559,631,0.915625,4.27125,7.550351891,0.117708333,-6.13915857,1.525,619.125,15.3,14.125,16.375,31.47805,-0.150875,0.0625,1.132256937,0.962361331,1.17367126,2.32,3109,2.09,12.8,1.5,1.02,-4.4347242,1.81,2.47,3109,2.09,6.54,24.76,1.075,-6.34029752,2.27,11,1.27,0.045,0,0.25,0.75,2.75,21,1,9,0,0,1,1
Y,Ho,,Ti,,,4,53.68625363,-2.842430599,6,393.3,47.88,658,0.845625,5.04625,7.238754046,0.210208333,-6.884015585,1.465,632.625,16.25,30.125,19.425,30.016,-0.128375,-0.4875,1.241505419,0.92287234,0.84133349,2.32,3560,2,13.58,2.6,1.02,-4.4347242,1.81,2.47,3560,2,6.82,27.491,1.075,-6.34029752,2.27,43,1.52,0.045,0,0.25,0.75,2.75,22,1,8,0,0,1,1
Y,Ho,,V,,,4,0,-2.528598472,6,393.3,50.9415,650,0.833125,5.83125,6.972593274,0.135208333,-7.46603237,1.415,628.625,31.25,31.625,23.825,28.48525,-0.111375,-1.1875,1.353017923,0.934230769,0.80083949,2.32,3650,1.92,14.65,4,1.02,-4.4347242,1.81,2.47,3650,1.92,6.74,29.31,1.075,-6.34029752,2.27,46,1.64,0.045,0,0.25,0.75,2.75,23,1,7,0,0,1,0
Y,Zn,,Mn,Nb,,5,88.46084748,-2.099334521,6,393.3,54.938,717.4,0.83275,6.42875,6.676574286,0.095280172,-7.223602065,1.37,696.325,12,38.5,30.595,9.2984125,-0.052125,1.775,1.303796949,0.978055536,0.959890908,2.085,2930,1.8625,15.31,2.025,1.02,-1.1570915,1.81,2.27,5015,2.08,7.435,33.667,0.9,-6.34029752,1.53,47,1.61,0.175,0,0,0,0,29,1,5.25,0,0,1,0
Y,Zn,,Mn,,,4,77.04502053,-1.900454357,6,393.3,54.938,717.4,0.825125,6.2875,6.538299926,0.098081897,-7.08950753,1.34875,703,0,39.125,24.86,14.0444625,-0.079,2.5375,1.369121141,0.959855032,1.473559661,2.085,2235,1.79,15.64,0.5,1.02,-1.1570915,1.81,2.27,2235,1.79,7.435,33.667,0.9,-6.34029752,1.53,52,1.61,0.175,0,0,0,0,25,1,5,0,0,1,0
Y,Zn,,Co,Nb,,5,119.6575878,-1.835597208,6,393.3,58.9332,758,0.799375,6.97625,6.671968756,0.16,-6.496036026,1.36625,711.55,38.25,40.75,65.1625,7.8002125,-0.03,-4.75,1.3058722,0.937508509,0.71558011,2.085,3611,1.7725,16.375,15.075,1.02,-1.1570915,1.81,2.27,5015,2.08,7.86,33.5,0.9,-6.34029752,1.53,47,1.64,0.175,0,0,0,0,30.5,1,3.75,0,0,1,1
Y,Zn,,Fe,Nb,,5,209.8826285,-1.898742421,6,393.3,55.847,759.3,0.838375,6.5915,6.69091701,0.086875,-6.947946731,1.37,712.0375,21,39.625,57.7375,8.9575375,-0.0405,-2.2375,1.297376165,0.936265679,0.744967215,2.085,3521,1.81,15.715,10.05,1.02,-1.1570915,1.81,2.27,5015,2.08,7.87,30.651,0.9,-6.34029752,1.53,47,1.64,0.175,0,0,0,0,29.75,1,4.5,0,0,1,0
Y,Zn,,Ni,Nb,,5,165.7936524,-1.639295865,6,393.3,58.6934,736.7,0.780625,6.97625,6.664689719,0.090625,-5.92076181,1.3625,703.5625,53.625,41.875,61.675,7.8901375,-0.038625,-3.5125,1.30916564,0.95835218,0.710633161,2.085,3507.5,1.735,17.206,12.6,1.02,-1.1570915,1.81,2.27,5015,2.08,7.635,35.17,0.9,-6.34029752,1.53,47,1.64,0.175,0,0,0,0,31.25,1,3,0,0,1,0
Y,Zn,,Mn,Ta,,5,80.94033473,-2.157577367,6,393.3,54.938,717.4,0.83275,7.43875,6.675662144,0.095280172,-7.443361816,1.37,708.45,7.5,38.625,31.07,-1.706775,-0.0365,1.5875,1.304207436,0.945489496,0.927647505,2.085,3108.75,1.865,11.73,2.4,1.02,-1.1570915,1.81,2.27,5730,2.09,7.89,33.667,0.9,-6.34029752,1.53,48,1.61,0.175,0,0,0,0,37,1,5.5,0,0,1,0
Y,Zn,,Co,Ta,,5,114.3679263,-1.895334305,6,393.3,58.9332,758,0.799375,7.98625,6.671056614,0.16,-6.715795777,1.36625,723.675,33.75,40.875,65.6375,-3.204975,-0.014375,-4.9375,1.306283996,0.907545305,0.697506597,2.085,3789.75,1.775,12.795,15.45,1.02,-1.1570915,1.81,2.27,5730,2.09,7.89,33.5,0.9,-6.34029752,1.53,48,1.63,0.175,0,0,0,0,38.5,1,4,0,0,1,1
Y,Zn,,Fe,Ta,,5,127.740217,-2.035332267,6,393.3,55.847,759.3,0.838375,7.6015,6.690004867,0.086875,-7.167706483,1.37,724.1625,16.5,39.75,58.2125,-2.04765,-0.024875,-2.425,1.297782618,0.906380598,0.725399048,2.085,3699.75,1.8125,12.135,10.425,1.02,-1.1570915,1.81,2.27,5730,2.09,7.89,30.651,0.9,-6.34029752,1.53,48,1.63,0.175,0,0,0,0,37.75,1,4.75,0,0,1,0
Y,Zn,,Ni,Ta,,5,156.9412409,-1.702595711,6,393.3,58.6934,736.7,0.780625,7.98625,6.663777576,0.090625,-6.140521561,1.3625,715.6875,49.125,42,62.15,-3.11505,-0.023,-3.7,1.309579516,0.92706405,0.692805563,2.085,3686.25,1.7375,13.626,12.975,1.02,-1.1570915,1.81,2.27,5730,2.09,7.89,35.17,0.9,-6.34029752,1.53,48,1.63,0.175,0,0,0,0,39.25,1,3.25,0,0,1,0
Y,Zn,,Mn,Ti,,5,74.58551681,-2.145074439,6,393.3,54.938,717.4,0.823375,5.925,6.655704054,0.114030172,-6.933840264,1.3675,695.575,2.5,38,26.62,14.9267125,-0.084375,2.275,1.313254236,0.980143762,1.194371185,2.085,2566.25,1.8425,15.125,1.025,1.02,-1.1570915,1.81,2.27,3560,2,7.435,33.667,0.9,-6.34029752,1.53,43,1.52,0.175,0,0,0,0,24.25,1,5.75,0,0,1,0
Y,Zn,,Co,Ti,,5,103.9649939,-1.873527377,6,393.3,58.9332,758,0.79,6.4725,6.651098524,0.17875,-6.206274224,1.36375,710.8,28.75,40.25,61.1875,13.4285125,-0.06225,-4.25,1.315359728,0.939427012,0.838262896,2.085,3247.25,1.7525,16.19,14.075,1.02,-1.1570915,1.81,2.27,3560,2,7.86,33.5,0.9,-6.34029752,1.53,43,1.52,0.175,0,0,0,0,25.75,1,4.25,0,0,1,1
Y,Zn,,Fe,Ti,,5,70.6664565,-2.089940339,6,393.3,55.847,759.3,0.829,6.08775,6.670046778,0.105625,-6.65818493,1.3675,711.2875,11.5,39.125,53.7625,14.5858375,-0.07275,-1.7375,1.306740199,0.938179093,0.878876298,2.085,3157.25,1.79,15.53,9.05,1.02,-1.1570915,1.81,2.27,3560,2,7.87,30.651,0.9,-6.34029752,1.53,43,1.52,0.175,0,0,0,0,25,1,5,0,0,1,0
Y,Zn,,Ni,Ti,,5,174.631224,-1.645348283,6,393.3,58.6934,736.7,0.77125,6.4725,6.643819487,0.109375,-5.631000009,1.36,702.8125,44.125,41.375,57.7,13.5184375,-0.070875,-3.0125,1.318701259,0.960357031,0.831482314,2.085,3143.75,1.715,17.021,11.6,1.02,-1.1570915,1.81,2.27,3560,2,7.635,35.17,0.9,-6.34029752,1.53,43,1.52,0.175,0,0,0,0,26.5,1,3.5,0,0,1,0
